,County,City,year,U Total,U Occupied,Pop Total
441,Marin,Ross,2011,885.0,799.0,2433.0
442,Marin,Ross,2012,885.0,799.0,2462.0
443,Marin,Ross,2013,889.0,804.0,2484.0
444,Marin,Ross,2014,889.0,803.0,2510.0
445,Marin,Ross,2015,890.0,804.0,2526.0
446,Marin,Ross,2016,891.0,806.0,2540.0
447,Marin,Ross,2017,891.0,806.0,2535.0
448,Marin,Ross,2018,892.0,807.0,2528.0
449,Marin,Ross,2019,892.0,807.0,2526.0
450,Marin,San Anselmo,2010,5538.0,5243.0,12336.0
451,Marin,San Anselmo,2011,5538.0,5246.0,12421.0
452,Marin,San Anselmo,2012,5539.0,5254.0,12585.0
453,Marin,San Anselmo,2013,5540.0,5274.0,12675.0
454,Marin,San Anselmo,2014,5542.0,5262.0,12793.0
455,Marin,San Anselmo,2015,5546.0,5259.0,12860.0
456,Marin,San Anselmo,2016,5549.0,5277.0,12949.0
457,Marin,San Anselmo,2017,5549.0,5277.0,12925.0
458,Marin,San Anselmo,2018,5563.0,5290.0,12908.0
459,Marin,San Anselmo,2019,5566.0,5293.0,12902.0
460,Marin,San Rafael,2010,24011.0,22764.0,57713.0
461,Marin,San Rafael,2011,24014.0,22788.0,58148.0
462,Marin,San Rafael,2012,24008.0,22782.0,58772.0
463,Marin,San Rafael,2013,24011.0,22908.0,59321.0
464,Marin,San Rafael,2014,24035.0,22843.0,59791.0
465,Marin,San Rafael,2015,24033.0,22799.0,60017.0
466,Marin,San Rafael,2016,24033.0,22799.0,60196.0
467,Marin,San Rafael,2017,24060.0,22824.0,60191.0
468,Marin,San Rafael,2018,24078.0,22842.0,60020.0
469,Marin,San Rafael,2019,24114.0,22876.0,60046.0
470,Marin,Sausalito,2010,4536.0,4112.0,7061.0
471,Marin,Sausalito,2011,4537.0,4108.0,7098.0
472,Marin,Sausalito,2012,4537.0,4097.0,7162.0
473,Marin,Sausalito,2013,4537.0,4097.0,7186.0
474,Marin,Sausalito,2014,4546.0,4126.0,7321.0
475,Marin,Sausalito,2015,4572.0,4160.0,7424.0
476,Marin,Sausalito,2016,4576.0,4164.0,7457.0
477,Marin,Sausalito,2017,4581.0,4169.0,7450.0
478,Marin,Sausalito,2018,4581.0,4169.0,7421.0
479,Marin,Sausalito,2019,4582.0,4170.0,7416.0
480,Marin,Tiburon,2010,4025.0,3729.0,8962.0
481,Marin,Tiburon,2011,4026.0,3737.0,9037.0
482,Marin,Tiburon,2012,4026.0,3752.0,9180.0
483,Marin,Tiburon,2013,4026.0,3793.0,9312.0
484,Marin,Tiburon,2014,4027.0,3765.0,9349.0
485,Marin,Tiburon,2015,4029.0,3753.0,9373.0
486,Marin,Tiburon,2016,4029.0,3753.0,9405.0
487,Marin,Tiburon,2017,4031.0,3755.0,9391.0
488,Marin,Tiburon,2018,4036.0,3759.0,9366.0
489,Marin,Tiburon,2019,4038.0,3761.0,9362.0
490,Marin,Unincorporated,2010,29496.0,26193.0,67427.0
491,Marin,Unincorporated,2011,29534.0,26227.0,68183.0
492,Marin,Unincorporated,2012,29569.0,26258.0,68195.0
493,Marin,Unincorporated,2013,29581.0,26272.0,68036.0
494,Marin,Unincorporated,2014,29597.0,26272.0,68891.0
495,Marin,Unincorporated,2015,29628.0,26300.0,69340.0
496,Marin,Unincorporated,2016,29658.0,26335.0,69281.0
497,Marin,Unincorporated,2017,29689.0,26363.0,69266.0
498,Marin,Unincorporated,2018,29723.0,26393.0,69237.0
499,Marin,Unincorporated,2019,29754.0,26421.0,69343.0
500,Napa,American Canyon,2010,5982.0,5657.0,19454.0
501,Napa,American Canyon,2011,6018.0,5697.0,19665.0
502,Napa,American Canyon,2012,6040.0,5730.0,19923.0
503,Napa,American Canyon,2013,6061.0,5784.0,20163.0
504,Napa,American Canyon,2014,6071.0,5770.0,20272.0
505,Napa,American Canyon,2015,6072.0,5771.0,20299.0
506,Napa,American Canyon,2016,6069.0,5768.0,20369.0
507,Napa,American Canyon,2017,6129.0,5825.0,20477.0
508,Napa,American Canyon,2018,6212.0,5884.0,20630.0
509,Napa,American Canyon,2019,6212.0,5884.0,20629.0
510,Napa,Calistoga,2010,2319.0,2019.0,5155.0
511,Napa,Calistoga,2011,2319.0,2016.0,5168.0
512,Napa,Calistoga,2012,2320.0,2011.0,5193.0
513,Napa,Calistoga,2013,2319.0,2010.0,5205.0
514,Napa,Calistoga,2014,2320.0,2022.0,5277.0
515,Napa,Calistoga,2015,2320.0,2027.0,5297.0
516,Napa,Calistoga,2016,2370.0,2058.0,5397.0
517,Napa,Calistoga,2017,2372.0,2060.0,5377.0
518,Napa,Calistoga,2018,2374.0,2071.0,5391.0
519,Napa,Calistoga,2019,2407.0,2100.0,5453.0
520,Napa,Incorporated,2010,42478.0,39293.0,110271.0
521,Napa,Incorporated,2011,42568.0,39371.0,110951.0
522,Napa,Incorporated,2012,42665.0,39462.0,111986.0
523,Napa,Incorporated,2013,42733.0,39546.0,112549.0
524,Napa,Incorporated,2014,42807.0,39631.0,113616.0
525,Napa,Incorporated,2015,42904.0,39739.0,113985.0
526,Napa,Incorporated,2016,43021.0,39818.0,114581.0
527,Napa,Incorporated,2017,43190.0,39989.0,114532.0
528,Napa,Incorporated,2018,43342.0,40131.0,114573.0
529,Napa,Incorporated,2019,43427.0,40208.0,114621.0
530,Napa,Napa,2010,30149.0,28166.0,76915.0
531,Napa,Napa,2011,30176.0,28190.0,77279.0
532,Napa,Napa,2012,30243.0,28250.0,77996.0
533,Napa,Napa,2013,30295.0,28292.0,78321.0
534,Napa,Napa,2014,30324.0,28324.0,79010.0
535,Napa,Napa,2015,30374.0,28373.0,79234.0
536,Napa,Napa,2016,30423.0,28413.0,79587.0
537,Napa,Napa,2017,30525.0,28520.0,79546.0
538,Napa,Napa,2018,30588.0,28583.0,79495.0
539,Napa,Napa,2019,30626.0,28619.0,79490.0
540,Napa,St Helena,2010,2776.0,2401.0,5814.0
541,Napa,St Helena,2011,2775.0,2399.0,5830.0
542,Napa,St Helena,2012,2782.0,2402.0,5879.0
543,Napa,St Helena,2013,2782.0,2394.0,5874.0
544,Napa,St Helena,2014,2810.0,2424.0,5993.0
545,Napa,St Helena,2015,2847.0,2459.0,6085.0
546,Napa,St Helena,2016,2867.0,2469.0,6134.0
547,Napa,St Helena,2017,2870.0,2472.0,6113.0
548,Napa,St Helena,2018,2874.0,2481.0,6119.0
549,Napa,St Helena,2019,2887.0,2492.0,6133.0
550,Napa,Unincorporated,2010,12281.0,9583.0,26213.0
551,Napa,Unincorporated,2011,12314.0,9561.0,26284.0
552,Napa,Unincorporated,2012,12332.0,9575.0,26511.0
553,Napa,Unincorporated,2013,12351.0,9589.0,26636.0
554,Napa,Unincorporated,2014,12356.0,9593.0,26798.0
555,Napa,Unincorporated,2015,12363.0,9695.0,27117.0
556,Napa,Unincorporated,2016,12359.0,9692.0,27197.0
557,Napa,Unincorporated,2017,12377.0,9706.0,27186.0
558,Napa,Unincorporated,2018,11815.0,9422.0,26393.0
559,Napa,Unincorporated,2019,11753.0,9373.0,26158.0
560,Napa,Yountville,2010,1252.0,1050.0,2933.0
561,Napa,Yountville,2011,1280.0,1069.0,3009.0
562,Napa,Yountville,2012,1280.0,1069.0,2995.0
563,Napa,Yountville,2013,1276.0,1066.0,2986.0
564,Napa,Yountville,2014,1282.0,1091.0,3064.0
565,Napa,Yountville,2015,1291.0,1109.0,3070.0
566,Napa,Yountville,2016,1292.0,1110.0,3094.0
567,Napa,Yountville,2017,1294.0,1112.0,3019.0
568,Napa,Yountville,2018,1294.0,1112.0,2938.0
569,Napa,Yountville,2019,1295.0,1113.0,2916.0
570,San Francisco,San Francisco,2010,376162.0,345168.0,805235.0
571,San Francisco,San Francisco,2011,377188.0,346516.0,816453.0
572,San Francisco,San Francisco,2012,377487.0,347293.0,827370.0
573,San Francisco,San Francisco,2013,378766.0,349822.0,841341.0
574,San Francisco,San Francisco,2014,381143.0,351048.0,849421.0
575,San Francisco,San Francisco,2015,384657.0,353810.0,858708.0
576,San Francisco,San Francisco,2016,387505.0,357570.0,865992.0
577,San Francisco,San Francisco,2017,392619.0,359839.0,873352.0
578,San Francisco,San Francisco,2018,397083.0,363104.0,880980.0
579,San Francisco,San Francisco,2019,399372.0,365197.0,883869.0
580,San Mateo,Atherton,2010,2530.0,2330.0,6914.0
581,San Mateo,Atherton,2011,2513.0,2313.0,6931.0
582,San Mateo,Atherton,2012,2493.0,2297.0,6954.0
583,San Mateo,Atherton,2013,2477.0,2282.0,6987.0
584,San Mateo,Atherton,2014,2464.0,2265.0,6971.0
585,San Mateo,Atherton,2015,2454.0,2253.0,6977.0
586,San Mateo,Atherton,2016,2453.0,2252.0,6990.0
587,San Mateo,Atherton,2017,2466.0,2264.0,7023.0
588,San Mateo,Atherton,2018,2478.0,2271.0,7042.0
589,San Mateo,Atherton,2019,2492.0,2284.0,7070.0
590,San Mateo,Belmont,2010,11028.0,10575.0,25835.0
591,San Mateo,Belmont,2011,11033.0,10580.0,26101.0
592,San Mateo,Belmont,2012,11035.0,10590.0,26386.0
593,San Mateo,Belmont,2013,11037.0,10612.0,26739.0
594,San Mateo,Belmont,2014,11042.0,10602.0,26849.0
595,San Mateo,Belmont,2015,11047.0,10600.0,27005.0
596,San Mateo,Belmont,2016,11067.0,10636.0,27154.0
597,San Mateo,Belmont,2017,11070.0,10639.0,27156.0
598,San Mateo,Belmont,2018,11082.0,10651.0,27182.0
599,San Mateo,Belmont,2019,11089.0,10658.0,27174.0
600,San Mateo,Brisbane,2010,1934.0,1821.0,4282.0
601,San Mateo,Brisbane,2011,1941.0,1829.0,4343.0
602,San Mateo,Brisbane,2012,1943.0,1829.0,4387.0
603,San Mateo,Brisbane,2013,1943.0,1824.0,4424.0
604,San Mateo,Brisbane,2014,1949.0,1834.0,4470.0
605,San Mateo,Brisbane,2015,1984.0,1869.0,4583.0
606,San Mateo,Brisbane,2016,2016.0,1894.0,4655.0
607,San Mateo,Brisbane,2017,2022.0,1900.0,4668.0
608,San Mateo,Brisbane,2018,2028.0,1909.0,4689.0
609,San Mateo,Brisbane,2019,2032.0,1913.0,4691.0
610,San Mateo,Burlingame,2010,13027.0,12361.0,28806.0
611,San Mateo,Burlingame,2011,13025.0,12363.0,29095.0
612,San Mateo,Burlingame,2012,13025.0,12353.0,29365.0
613,San Mateo,Burlingame,2013,13074.0,12399.0,29807.0
614,San Mateo,Burlingame,2014,13074.0,12418.0,30003.0
615,San Mateo,Burlingame,2015,13077.0,12430.0,30214.0
616,San Mateo,Burlingame,2016,13114.0,12443.0,30312.0
617,San Mateo,Burlingame,2017,13114.0,12444.0,30306.0
618,San Mateo,Burlingame,2018,13116.0,12461.0,30345.0
619,San Mateo,Burlingame,2019,13120.0,12465.0,30317.0
620,San Mateo,Colma,2010,446.0,430.0,1454.0
621,San Mateo,Colma,2011,446.0,430.0,1467.0
622,San Mateo,Colma,2012,446.0,431.0,1462.0
623,San Mateo,Colma,2013,446.0,433.0,1485.0
624,San Mateo,Colma,2014,446.0,432.0,1489.0
625,San Mateo,Colma,2015,446.0,431.0,1496.0
626,San Mateo,Colma,2016,446.0,432.0,1504.0
627,San Mateo,Colma,2017,446.0,432.0,1504.0
628,San Mateo,Colma,2018,442.0,427.0,1487.0
629,San Mateo,Colma,2019,450.0,435.0,1512.0
630,San Mateo,Daly City,2010,32576.0,31079.0,101072.0
631,San Mateo,Daly City,2011,32597.0,31088.0,102103.0
632,San Mateo,Daly City,2012,32702.0,31295.0,103824.0
633,San Mateo,Daly City,2013,32720.0,31599.0,106026.0
634,San Mateo,Daly City,2014,32976.0,31640.0,106703.0
635,San Mateo,Daly City,2015,32980.0,31544.0,107035.0
636,San Mateo,Daly City,2016,33029.0,31830.0,108236.0
637,San Mateo,Daly City,2017,33087.0,31885.0,108393.0
638,San Mateo,Daly City,2018,33255.0,32047.0,108927.0
639,San Mateo,Daly City,2019,33363.0,32151.0,109122.0
640,San Mateo,East Palo Alto,2010,7819.0,6940.0,28155.0
641,San Mateo,East Palo Alto,2011,7821.0,6947.0,28463.0
642,San Mateo,East Palo Alto,2012,7822.0,6983.0,28903.0
643,San Mateo,East Palo Alto,2013,7822.0,7078.0,29630.0
644,San Mateo,East Palo Alto,2014,7823.0,7079.0,29786.0
645,San Mateo,East Palo Alto,2015,7825.0,7048.0,29838.0
646,San Mateo,East Palo Alto,2016,7836.0,7137.0,30278.0
647,San Mateo,East Palo Alto,2017,7860.0,7159.0,30362.0
648,San Mateo,East Palo Alto,2018,7891.0,7187.0,30478.0
649,San Mateo,East Palo Alto,2019,7908.0,7202.0,30499.0
650,San Mateo,Foster City,2010,12458.0,12016.0,30567.0
651,San Mateo,Foster City,2011,12458.0,12035.0,30919.0
652,San Mateo,Foster City,2012,12458.0,12029.0,31221.0
653,San Mateo,Foster City,2013,12458.0,12014.0,31540.0
654,San Mateo,Foster City,2014,12765.0,12321.0,32508.0
655,San Mateo,Foster City,2015,12766.0,12327.0,32724.0
656,San Mateo,Foster City,2016,12766.0,12314.0,32763.0
657,San Mateo,Foster City,2017,12840.0,12385.0,32944.0
658,San Mateo,Foster City,2018,12879.0,12432.0,33094.0
659,San Mateo,Foster City,2019,13152.0,12696.0,33693.0
660,San Mateo,Half Moon Bay,2010,4395.0,4149.0,11324.0
661,San Mateo,Half Moon Bay,2011,4401.0,4164.0,11478.0
662,San Mateo,Half Moon Bay,2012,4408.0,4153.0,11564.0
663,San Mateo,Half Moon Bay,2013,4415.0,4112.0,11581.0
664,San Mateo,Half Moon Bay,2014,4429.0,4159.0,11773.0
665,San Mateo,Half Moon Bay,2015,4523.0,4264.0,12144.0
666,San Mateo,Half Moon Bay,2016,4649.0,4341.0,12391.0
667,San Mateo,Half Moon Bay,2017,4668.0,4359.0,12438.0
668,San Mateo,Half Moon Bay,2018,4682.0,4402.0,12558.0
669,San Mateo,Half Moon Bay,2019,4716.0,4434.0,12631.0
670,San Mateo,Hillsborough,2010,3912.0,3693.0,10825.0
671,San Mateo,Hillsborough,2011,3920.0,3700.0,10954.0
672,San Mateo,Hillsborough,2012,3935.0,3700.0,11067.0
673,San Mateo,Hillsborough,2013,3945.0,3672.0,11110.0
674,San Mateo,Hillsborough,2014,3961.0,3713.0,11293.0
675,San Mateo,Hillsborough,2015,3990.0,3753.0,11485.0
676,San Mateo,Hillsborough,2016,4009.0,3771.0,11565.0
677,San Mateo,Hillsborough,2017,4037.0,3797.0,11643.0
678,San Mateo,Hillsborough,2018,4050.0,3831.0,11748.0
679,San Mateo,Hillsborough,2019,4063.0,3843.0,11769.0
680,San Mateo,Incorporated,2010,248526.0,236778.0,656840.0
681,San Mateo,Incorporated,2011,248916.0,237162.0,664337.0
682,San Mateo,Incorporated,2012,249596.0,237872.0,673102.0
683,San Mateo,Incorporated,2013,249894.0,238428.0,682725.0
684,San Mateo,Incorporated,2014,250945.0,239356.0,688685.0
685,San Mateo,Incorporated,2015,252023.0,240329.0,695505.0
686,San Mateo,Incorporated,2016,253388.0,241820.0,701192.0
687,San Mateo,Incorporated,2017,254506.0,242878.0,703998.0
688,San Mateo,Incorporated,2018,255282.0,243765.0,706605.0
689,San Mateo,Incorporated,2019,256362.0,244802.0,708458.0
690,San Mateo,Menlo Park,2010,13085.0,12347.0,32026.0
691,San Mateo,Menlo Park,2011,13098.0,12335.0,32357.0
692,San Mateo,Menlo Park,2012,13129.0,12344.0,32700.0
693,San Mateo,Menlo Park,2013,13124.0,12339.0,33001.0
694,San Mateo,Menlo Park,2014,13117.0,12333.0,33098.0
695,San Mateo,Menlo Park,2015,13180.0,12411.0,33506.0
696,San Mateo,Menlo Park,2016,13185.0,12416.0,33594.0
697,San Mateo,Menlo Park,2017,13921.0,13109.0,35408.0
698,San Mateo,Menlo Park,2018,14037.0,13252.0,35802.0
699,San Mateo,Menlo Park,2019,14063.0,13277.0,35790.0
700,San Mateo,Millbrae,2010,8372.0,7994.0,21532.0
701,San Mateo,Millbrae,2011,8383.0,7991.0,21736.0
702,San Mateo,Millbrae,2012,8562.0,8137.0,22350.0
703,San Mateo,Millbrae,2013,8562.0,8070.0,22419.0
704,San Mateo,Millbrae,2014,8562.0,8118.0,22664.0
705,San Mateo,Millbrae,2015,8616.0,8193.0,23008.0
706,San Mateo,Millbrae,2016,8619.0,8196.0,23066.0
707,San Mateo,Millbrae,2017,8620.0,8197.0,23061.0
708,San Mateo,Millbrae,2018,8620.0,8237.0,23168.0
709,San Mateo,Millbrae,2019,8624.0,8241.0,23154.0
710,San Mateo,Pacifica,2010,14523.0,13967.0,37234.0
711,San Mateo,Pacifica,2011,14531.0,13964.0,37598.0
712,San Mateo,Pacifica,2012,14533.0,13951.0,37946.0
713,San Mateo,Pacifica,2013,14539.0,13917.0,38286.0
714,San Mateo,Pacifica,2014,14542.0,13948.0,38568.0
715,San Mateo,Pacifica,2015,14541.0,13961.0,38840.0
716,San Mateo,Pacifica,2016,14547.0,13934.0,38850.0
717,San Mateo,Pacifica,2017,14510.0,13899.0,38743.0
718,San Mateo,Pacifica,2018,14502.0,13891.0,38718.0
719,San Mateo,Pacifica,2019,14505.0,13894.0,38674.0
720,San Mateo,Portola Valley,2010,1895.0,1746.0,4353.0
721,San Mateo,Portola Valley,2011,1898.0,1746.0,4397.0
722,San Mateo,Portola Valley,2012,1900.0,1756.0,4466.0
723,San Mateo,Portola Valley,2013,1902.0,1778.0,4574.0
724,San Mateo,Portola Valley,2014,1899.0,1761.0,4553.0
725,San Mateo,Portola Valley,2015,1906.0,1760.0,4579.0
726,San Mateo,Portola Valley,2016,1914.0,1784.0,4652.0
727,San Mateo,Portola Valley,2017,1914.0,1784.0,4651.0
728,San Mateo,Portola Valley,2018,1917.0,1787.0,4657.0
729,San Mateo,Portola Valley,2019,1919.0,1789.0,4659.0
730,San Mateo,Redwood City,2010,29167.0,27957.0,76815.0
731,San Mateo,Redwood City,2011,29302.0,28073.0,77789.0
732,San Mateo,Redwood City,2012,29465.0,28283.0,79084.0
733,San Mateo,Redwood City,2013,29517.0,28477.0,80647.0
734,San Mateo,Redwood City,2014,29889.0,28732.0,81781.0
735,San Mateo,Redwood City,2015,30072.0,28857.0,82662.0
736,San Mateo,Redwood City,2016,30651.0,29413.0,84161.0
737,San Mateo,Redwood City,2017,30661.0,29422.0,84273.0
738,San Mateo,Redwood City,2018,30693.0,29451.0,84444.0
739,San Mateo,Redwood City,2019,31100.0,29842.0,85319.0
740,San Mateo,San Bruno,2010,15356.0,14701.0,41114.0
741,San Mateo,San Bruno,2011,15516.0,14883.0,42031.0
742,San Mateo,San Bruno,2012,15692.0,15078.0,43007.0
743,San Mateo,San Bruno,2013,15717.0,15171.0,43763.0
744,San Mateo,San Bruno,2014,15723.0,15128.0,43861.0
745,San Mateo,San Bruno,2015,16049.0,15417.0,44965.0
746,San Mateo,San Bruno,2016,16051.0,15477.0,45238.0
747,San Mateo,San Bruno,2017,16062.0,15488.0,45258.0
748,San Mateo,San Bruno,2018,16062.0,15489.0,45255.0
749,San Mateo,San Bruno,2019,16075.0,15502.0,45257.0
750,San Mateo,San Carlos,2010,12018.0,11524.0,28406.0
751,San Mateo,San Carlos,2011,12019.0,11535.0,28717.0
752,San Mateo,San Carlos,2012,12022.0,11515.0,28961.0
753,San Mateo,San Carlos,2013,12023.0,11455.0,29141.0
754,San Mateo,San Carlos,2014,12036.0,11511.0,29432.0
755,San Mateo,San Carlos,2015,12048.0,11544.0,29696.0
756,San Mateo,San Carlos,2016,12052.0,11548.0,29773.0
757,San Mateo,San Carlos,2017,12063.0,11559.0,29794.0
758,San Mateo,San Carlos,2018,12079.0,11575.0,29832.0
759,San Mateo,San Carlos,2019,12095.0,11590.0,29864.0
760,San Mateo,San Mateo,2010,40014.0,38233.0,97207.0
761,San Mateo,San Mateo,2011,40038.0,38286.0,98301.0
762,San Mateo,San Mateo,2012,40039.0,38255.0,99215.0
763,San Mateo,San Mateo,2013,40060.0,38188.0,100168.0
764,San Mateo,San Mateo,2014,40130.0,38317.0,101010.0
765,San Mateo,San Mateo,2015,40387.0,38593.0,102346.0
766,San Mateo,San Mateo,2016,40804.0,38919.0,103424.0
767,San Mateo,San Mateo,2017,40953.0,39061.0,103769.0
768,San Mateo,San Mateo,2018,41250.0,39343.0,104497.0
769,San Mateo,San Mateo,2019,41339.0,39428.0,104570.0
770,San Mateo,South San Francisco,2010,21814.0,20938.0,63632.0
771,San Mateo,South San Francisco,2011,21815.0,20920.0,64209.0
772,San Mateo,South San Francisco,2012,21813.0,20903.0,64809.0
773,San Mateo,South San Francisco,2013,21933.0,21017.0,65901.0
774,San Mateo,South San Francisco,2014,21935.0,21048.0,66333.0
775,San Mateo,South San Francisco,2015,21947.0,21074.0,66819.0
776,San Mateo,South San Francisco,2016,21987.0,21079.0,66981.0
777,San Mateo,South San Francisco,2017,21995.0,21087.0,66990.0
778,San Mateo,South San Francisco,2018,22019.0,21109.0,67054.0
779,San Mateo,South San Francisco,2019,22059.0,21147.0,67078.0
780,San Mateo,Unincorporated,2010,22505.0,21059.0,61611.0
781,San Mateo,Unincorporated,2011,22522.0,21068.0,62982.0
782,San Mateo,Unincorporated,2012,22562.0,21109.0,63658.0
783,San Mateo,Unincorporated,2013,22583.0,21137.0,64461.0
784,San Mateo,Unincorporated,2014,22587.0,21135.0,64787.0
785,San Mateo,Unincorporated,2015,22589.0,21134.0,65174.0
786,San Mateo,Unincorporated,2016,22648.0,21196.0,65457.0
787,San Mateo,Unincorporated,2017,22683.0,21230.0,65572.0
788,San Mateo,Unincorporated,2018,22762.0,21299.0,65767.0
789,San Mateo,Unincorporated,2019,22886.0,21415.0,66027.0
790,San Mateo,Woodside,2010,2157.0,1977.0,5287.0
791,San Mateo,Woodside,2011,2161.0,1980.0,5348.0
792,San Mateo,Woodside,2012,2174.0,1990.0,5431.0
793,San Mateo,Woodside,2013,2180.0,1991.0,5496.0
794,San Mateo,Woodside,2014,2183.0,1997.0,5540.0
795,San Mateo,Woodside,2015,2185.0,2000.0,5583.0
796,San Mateo,Woodside,2016,2193.0,2004.0,5605.0
797,San Mateo,Woodside,2017,2197.0,2008.0,5614.0
798,San Mateo,Woodside,2018,2200.0,2013.0,5628.0
799,San Mateo,Woodside,2019,2198.0,2011.0,5615.0
800,Santa Clara,Campbell,2010,16950.0,16163.0,39349.0
801,Santa Clara,Campbell,2011,16968.0,16151.0,39792.0
802,Santa Clara,Campbell,2012,16977.0,16129.0,40080.0
803,Santa Clara,Campbell,2013,17031.0,16097.0,40384.0
804,Santa Clara,Campbell,2014,17604.0,16700.0,42055.0
805,Santa Clara,Campbell,2015,17619.0,16744.0,42236.0
806,Santa Clara,Campbell,2016,17793.0,16838.0,42500.0
807,Santa Clara,Campbell,2017,17832.0,16876.0,42647.0
808,Santa Clara,Campbell,2018,17868.0,16961.0,42767.0
809,Santa Clara,Campbell,2019,18096.0,17177.0,43250.0
810,Santa Clara,Cupertino,2010,21027.0,20181.0,58302.0
811,Santa Clara,Cupertino,2011,21041.0,20197.0,59048.0
812,Santa Clara,Cupertino,2012,21036.0,20140.0,59389.0
813,Santa Clara,Cupertino,2013,21041.0,20004.0,59553.0
814,Santa Clara,Cupertino,2014,21037.0,20000.0,59776.0
815,Santa Clara,Cupertino,2015,21054.0,20065.0,60069.0
816,Santa Clara,Cupertino,2016,21052.0,20063.0,60103.0
817,Santa Clara,Cupertino,2017,21064.0,20075.0,60213.0
818,Santa Clara,Cupertino,2018,21031.0,20044.0,59988.0
819,Santa Clara,Cupertino,2019,21022.0,20035.0,59879.0
820,Santa Clara,Gilroy,2010,14854.0,14175.0,48821.0
821,Santa Clara,Gilroy,2011,14924.0,14229.0,49587.0
822,Santa Clara,Gilroy,2012,15087.0,14413.0,50645.0
823,Santa Clara,Gilroy,2013,15358.0,14749.0,52297.0
824,Santa Clara,Gilroy,2014,15533.0,14861.0,52896.0
825,Santa Clara,Gilroy,2015,15774.0,15064.0,53697.0
826,Santa Clara,Gilroy,2016,15935.0,15284.0,54506.0
827,Santa Clara,Gilroy,2017,16258.0,15451.0,55160.0
828,Santa Clara,Gilroy,2018,16372.0,15511.0,55252.0
829,Santa Clara,Gilroy,2019,16598.0,15725.0,55928.0
830,Santa Clara,Incorporated,2010,602234.0,576124.0,1691682.0
831,Santa Clara,Incorporated,2011,605069.0,578838.0,1719366.0
832,Santa Clara,Incorporated,2012,608664.0,582588.0,1746074.0
833,Santa Clara,Incorporated,2013,611383.0,586038.0,1773448.0
834,Santa Clara,Incorporated,2014,616731.0,590476.0,1794682.0
835,Santa Clara,Incorporated,2015,624027.0,597181.0,1818465.0
836,Santa Clara,Incorporated,2016,629383.0,603165.0,1837209.0
837,Santa Clara,Incorporated,2017,633831.0,605888.0,1847660.0
838,Santa Clara,Incorporated,2018,639922.0,611163.0,1859462.0
839,Santa Clara,Incorporated,2019,643341.0,614420.0,1865918.0
840,Santa Clara,Los Altos,2010,11204.0,10745.0,28976.0
841,Santa Clara,Los Altos,2011,11204.0,10732.0,29289.0
842,Santa Clara,Los Altos,2012,11258.0,10782.0,29678.0
843,Santa Clara,Los Altos,2013,11274.0,10794.0,29994.0
844,Santa Clara,Los Altos,2014,11278.0,10800.0,30131.0
845,Santa Clara,Los Altos,2015,11350.0,10870.0,30376.0
846,Santa Clara,Los Altos,2016,11606.0,11112.0,31069.0
847,Santa Clara,Los Altos,2017,11660.0,11170.0,31270.0
848,Santa Clara,Los Altos,2018,11669.0,11178.0,31225.0
849,Santa Clara,Los Altos,2019,11672.0,11181.0,31190.0
850,Santa Clara,Los Altos Hills,2010,3001.0,2829.0,7922.0
851,Santa Clara,Los Altos Hills,2011,3002.0,2833.0,8027.0
852,Santa Clara,Los Altos Hills,2012,3005.0,2828.0,8083.0
853,Santa Clara,Los Altos Hills,2013,3064.0,2863.0,8261.0
854,Santa Clara,Los Altos Hills,2014,3080.0,2892.0,8378.0
855,Santa Clara,Los Altos Hills,2015,3088.0,2907.0,8434.0
856,Santa Clara,Los Altos Hills,2016,3093.0,2912.0,8453.0
857,Santa Clara,Los Altos Hills,2017,3108.0,2962.0,8608.0
858,Santa Clara,Los Altos Hills,2018,3143.0,3007.0,8720.0
859,Santa Clara,Los Altos Hills,2019,3171.0,3034.0,8785.0
860,Santa Clara,Los Gatos,2010,13050.0,12355.0,29413.0
861,Santa Clara,Los Gatos,2011,13067.0,12370.0,29800.0
862,Santa Clara,Los Gatos,2012,13091.0,12380.0,30081.0
863,Santa Clara,Los Gatos,2013,13135.0,12388.0,30387.0
864,Santa Clara,Los Gatos,2014,13185.0,12459.0,30680.0
865,Santa Clara,Los Gatos,2015,13228.0,12511.0,30858.0
866,Santa Clara,Los Gatos,2016,13251.0,12505.0,30864.0
867,Santa Clara,Los Gatos,2017,13289.0,12541.0,30992.0
868,Santa Clara,Los Gatos,2018,13299.0,12570.0,30995.0
869,Santa Clara,Los Gatos,2019,13314.0,12584.0,30988.0
870,Santa Clara,Milpitas,2010,19806.0,19184.0,66790.0
871,Santa Clara,Milpitas,2011,19880.0,19233.0,66979.0
872,Santa Clara,Milpitas,2012,19889.0,19248.0,67483.0
873,Santa Clara,Milpitas,2013,19925.0,19300.0,68457.0
874,Santa Clara,Milpitas,2014,20242.0,19594.0,70508.0
875,Santa Clara,Milpitas,2015,21039.0,20359.0,73412.0
876,Santa Clara,Milpitas,2016,21450.0,20772.0,74492.0
877,Santa Clara,Milpitas,2017,21532.0,20818.0,74721.0
878,Santa Clara,Milpitas,2018,21643.0,20914.0,74980.0
879,Santa Clara,Milpitas,2019,22027.0,21285.0,76231.0
880,Santa Clara,Monte Sereno,2010,1287.0,1211.0,3341.0
881,Santa Clara,Monte Sereno,2011,1287.0,1210.0,3379.0
